IPADDR,HOSTNAME,CPU_INFO,DISK_INFO,MEM_INFO,LOAD_INFO
192.168.43.33,Lenlovo,Intel(R) Core(TM) i5-3230M CPU 2.60GHz X1,/dev/sda: 465.8 GiB,Total Mem: 3845M,Current Load: 0.39
